,EmployeeNumber,Age,Gender,MaritalStatus,EducationField,Department,JobLevel,MonthlyIncome,NumCompaniesWorked,OverTime,PerformanceRating,PercentSalaryHike,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,Attrition
610,844,27,Male,Divorced,Technical Degree,Research & Development,3,12808,1,Yes,3,16,9,9,8,No
611,845,35,Male,Single,Other,Research & Development,3,10221,3,No,4,21,17,8,5,No
612,846,28,Female,Married,Marketing,Sales,2,4779,1,Yes,4,20,8,8,7,No
613,847,34,Male,Married,Human Resources,Human Resources,1,3737,0,No,3,19,4,3,2,No
614,848,26,Female,Married,Medical,Research & Development,1,2366,1,Yes,3,14,8,8,7,Yes
615,850,27,Male,Married,Medical,Research & Development,1,1706,1,No,3,11,0,0,0,No
616,851,51,Female,Married,Marketing,Sales,4,16307,2,No,3,14,29,20,6,No
617,852,44,Male,Single,Medical,Research & Development,2,5933,9,No,3,12,10,5,2,No
618,854,25,Male,Single,Medical,Research & Development,1,3424,7,No,3,13,6,4,3,No
619,855,33,Male,Divorced,Medical,Sales,2,4037,1,No,4,22,9,9,8,No
620,856,35,Female,Single,Medical,Research & Development,1,2559,1,No,3,11,6,6,5,No
621,857,36,Male,Married,Life Sciences,Sales,2,6201,1,Yes,3,14,18,18,14,No
622,859,32,Male,Divorced,Life Sciences,Sales,2,4403,2,No,3,11,8,5,2,No
623,861,30,Male,Divorced,Life Sciences,Research & Development,1,3761,9,No,3,12,10,5,4,No
624,862,53,Female,Married,Marketing,Sales,3,10934,7,Yes,3,18,35,5,2,No
625,864,45,Male,Divorced,Marketing,Sales,3,10761,4,Yes,3,12,18,5,4,No
626,865,32,Female,Married,Medical,Research & Development,2,5175,5,No,3,12,9,5,3,No
627,867,52,Female,Married,Medical,Research & Development,4,13826,3,No,4,22,31,9,8,No
628,868,37,Male,Divorced,Marketing,Sales,2,6334,4,No,3,19,9,1,0,No
629,869,28,Male,Divorced,Medical,Human Resources,1,4936,1,No,3,13,6,5,1,No
630,872,22,Male,Married,Life Sciences,Research & Development,2,4775,6,No,4,22,4,2,2,No
631,874,44,Male,Married,Life Sciences,Research & Development,1,2818,2,Yes,4,24,10,3,2,No
632,875,42,Male,Single,Medical,Research & Development,1,2515,5,Yes,3,14,8,2,1,No
633,878,36,Male,Married,Life Sciences,Human Resources,1,2342,0,No,4,21,6,5,4,No
634,879,25,Male,Married,Other,Sales,2,4194,1,Yes,3,18,5,5,3,No
635,880,35,Female,Married,Life Sciences,Research & Development,3,10685,1,Yes,4,20,17,17,14,No
636,881,35,Female,Divorced,Life Sciences,Research & Development,1,2022,1,Yes,3,19,10,10,2,Yes
637,882,32,Male,Divorced,Life Sciences,Research & Development,1,2314,0,No,3,12,4,3,0,No
638,885,25,Male,Married,Marketing,Sales,2,4256,1,No,3,12,5,5,2,No
639,887,49,Female,Married,Technical Degree,Research & Development,1,3580,2,No,3,16,7,4,2,No
640,888,24,Male,Married,Life Sciences,Research & Development,1,3162,0,No,3,17,6,5,2,No
641,889,32,Male,Married,Life Sciences,Sales,2,6524,1,No,3,14,10,10,8,No
642,893,38,Male,Married,Marketing,Sales,1,2899,0,No,3,19,3,2,2,No
643,894,42,Female,Married,Life Sciences,Research & Development,2,5231,2,Yes,3,13,17,5,3,No
644,895,31,Male,Married,Life Sciences,Research & Development,1,2356,3,Yes,3,19,8,6,4,No
645,896,29,Female,Divorced,Medical,Sales,1,2800,6,Yes,3,19,5,3,2,Yes
646,897,53,Male,Married,Marketing,Sales,4,11836,5,No,3,14,28,2,0,No
647,899,35,Male,Married,Technical Degree,Research & Development,3,10903,3,No,3,16,16,13,10,No
648,900,37,Female,Married,Medical,Sales,1,2973,5,No,3,15,10,5,4,No
649,901,53,Female,Single,Life Sciences,Research & Development,4,14275,6,No,3,18,33,12,9,No
650,902,43,Female,Married,Life Sciences,Research & Development,2,5562,4,No,3,13,12,5,2,No
651,903,47,Female,Married,Marketing,Sales,2,4537,0,Yes,4,22,8,7,6,No
652,904,37,Male,Single,Medical,Sales,3,7642,1,Yes,3,13,10,10,0,No
653,905,50,Male,Divorced,Life Sciences,Research & Development,4,17924,1,No,3,11,31,31,6,No
654,909,39,Female,Married,Life Sciences,Human Resources,2,5204,8,No,3,11,13,5,4,No
655,910,33,Male,Divorced,Human Resources,Human Resources,1,2277,3,Yes,3,11,7,4,3,No
656,911,32,Male,Single,Life Sciences,Research & Development,1,2795,1,Yes,4,24,1,1,0,Yes
657,912,29,Female,Divorced,Medical,Research & Development,1,2532,6,No,3,14,8,4,3,No
658,913,44,Male,Married,Life Sciences,Research & Development,1,2559,1,Yes,3,13,8,8,7,No
659,916,28,Male,Single,Medical,Sales,2,4908,1,No,3,14,4,4,2,No
660,918,58,Male,Divorced,Life Sciences,Research & Development,1,2380,9,Yes,3,14,3,1,0,Yes
661,920,43,Female,Divorced,Life Sciences,Research & Development,2,4765,4,No,4,21,4,1,0,No
662,922,20,Female,Single,Medical,Sales,1,2044,1,No,3,13,2,2,2,Yes
663,923,21,Female,Single,Other,Research & Development,1,2693,1,No,3,19,1,1,0,Yes
664,924,36,Male,Married,Life Sciences,Research & Development,2,6586,0,Yes,3,17,17,16,8,No
665,925,47,Female,Single,Life Sciences,Sales,1,3294,1,Yes,3,18,3,3,2,No
666,926,22,Female,Married,Life Sciences,Research & Development,2,4171,0,Yes,3,19,4,3,2,Yes
667,927,41,Female,Divorced,Life Sciences,Research & Development,1,2778,4,Yes,3,13,10,7,7,Yes
668,930,28,Female,Divorced,Medical,Research & Development,1,2377,5,No,3,18,6,2,2,No
669,932,39,Male,Married,Medical,Research & Development,1,2404,7,Yes,4,21,8,2,2,Yes
670,933,27,Female,Single,Life Sciences,Research & Development,1,2318,1,No,3,19,1,1,1,No
671,934,34,Male,Divorced,Life Sciences,Research & Development,1,2008,1,No,3,14,1,1,0,No
672,936,42,Female,Single,Medical,Sales,2,6244,7,No,3,17,10,5,4,No
673,939,33,Male,Single,Other,Research & Development,1,2799,3,Yes,3,11,6,3,2,No
674,940,58,Female,Divorced,Technical Degree,Research & Development,3,10552,2,Yes,3,13,24,6,0,No
675,941,31,Male,Married,Life Sciences,Sales,1,2329,3,No,3,15,13,7,7,No
676,942,35,Female,Married,Life Sciences,Research & Development,2,4014,1,Yes,4,25,10,10,6,No
677,944,49,Female,Married,Other,Research & Development,3,7403,4,No,3,11,29,26,9,No
678,945,48,Male,Married,Medical,Research & Development,1,2259,4,No,3,17,13,0,0,No
679,947,31,Female,Married,Marketing,Sales,2,6932,1,No,3,13,9,9,8,No
680,949,36,Male,Single,Other,Research & Development,1,4678,2,No,3,18,8,6,2,No
681,950,38,Female,Married,Technical Degree,Research & Development,3,13582,1,No,3,13,15,15,12,No
682,951,32,Female,Married,Life Sciences,Research & Development,1,2332,6,No,4,20,5,3,0,No
683,952,25,Male,Married,Marketing,Sales,1,2413,1,Yes,3,18,1,1,0,Yes
684,954,40,Male,Divorced,Marketing,Sales,3,9705,2,No,3,12,11,1,0,No
685,956,26,Male,Single,Medical,Sales,2,4294,1,No,3,12,7,7,7,No
686,957,41,Male,Single,Medical,Research & Development,1,4721,2,Yes,3,13,20,18,13,No
687,958,36,Male,Single,Medical,Research & Development,1,2519,4,No,4,21,16,11,8,No
688,959,19,Male,Single,Other,Sales,1,2121,1,Yes,3,13,1,1,0,Yes
689,960,20,Male,Single,Technical Degree,Research & Development,1,2973,1,No,3,19,1,1,0,Yes
690,961,31,Female,Married,Medical,Research & Development,2,5855,0,Yes,3,11,10,9,7,No
691,964,40,Male,Divorced,Medical,Research & Development,1,3617,8,Yes,3,14,3,1,1,No
692,966,32,Female,Married,Medical,Research & Development,2,6725,1,No,3,12,8,8,7,No
693,967,36,Male,Married,Life Sciences,Sales,3,10325,1,Yes,3,11,16,16,7,Yes
694,969,33,Female,Single,Life Sciences,Research & Development,2,6949,0,No,3,14,6,5,0,No
695,970,37,Male,Married,Life Sciences,Sales,3,10609,5,No,3,11,17,14,1,Yes
696,972,45,Male,Married,Life Sciences,Research & Development,2,4447,1,No,3,12,9,9,7,No
697,974,29,Female,Married,Technical Degree,Sales,1,2157,1,No,3,15,3,3,1,No
698,975,35,Female,Married,Medical,Sales,2,4601,1,No,3,16,5,5,2,No
699,976,52,Male,Married,Life Sciences,Research & Development,4,17099,2,No,3,15,26,9,8,No
700,977,58,Male,Single,Technical Degree,Research & Development,1,2479,4,No,4,24,7,1,0,Yes
701,981,53,Male,Divorced,Medical,Sales,4,14852,6,No,3,13,22,17,13,No
702,982,30,Male,Divorced,Other,Sales,3,7264,5,No,3,11,10,8,4,No
703,983,38,Female,Single,Technical Degree,Sales,2,5666,1,Yes,3,13,6,5,3,No
704,984,35,Male,Divorced,Life Sciences,Sales,3,7823,6,No,3,13,12,10,9,No
705,985,39,Male,Single,Life Sciences,Sales,3,7880,0,No,3,18,9,8,7,No
706,986,40,Female,Single,Life Sciences,Sales,4,13194,4,Yes,3,16,22,1,0,Yes
707,987,47,Male,Divorced,Medical,Research & Development,2,5067,1,Yes,3,19,20,19,10,No
708,990,36,Male,Divorced,Technical Degree,Sales,2,5079,4,No,3,13,12,7,7,No
709,991,31,Male,Single,Medical,Research & Development,1,2321,0,Yes,4,22,4,3,2,Yes
710,992,33,Male,Single,Life Sciences,Sales,4,17444,1,No,3,11,10,10,8,No
711,994,29,Female,Single,Life Sciences,Research & Development,1,2404,6,Yes,4,20,3,0,0,Yes
712,995,33,Female,Single,Life Sciences,Research & Development,1,3452,3,No,3,18,5,3,2,No
713,996,45,Female,Divorced,Medical,Research & Development,1,2270,3,No,3,14,8,5,3,No
714,997,50,Male,Divorced,Medical,Research & Development,4,17399,9,No,4,22,32,5,4,No
715,998,33,Female,Married,Other,Research & Development,2,5488,1,Yes,3,13,6,6,5,No
716,999,41,Male,Divorced,Medical,Research & Development,5,19419,2,No,3,17,21,18,16,No
717,1001,27,Female,Married,Technical Degree,Research & Development,1,2811,9,No,3,14,4,2,2,No
718,1002,45,Male,Married,Life Sciences,Research & Development,2,3633,1,Yes,3,15,9,9,8,No
719,1003,47,Female,Single,Life Sciences,Sales,2,4163,1,Yes,3,17,9,9,0,No
720,1004,30,Female,Married,Life Sciences,Research & Development,1,2132,4,Yes,3,11,7,5,2,Yes
721,1005,50,Male,Married,Life Sciences,Research & Development,4,13973,3,Yes,3,18,22,12,11,No
722,1006,38,Male,Married,Medical,Research & Development,1,2684,0,No,3,17,3,2,1,No
723,1007,46,Male,Divorced,Medical,Research & Development,3,10845,6,No,3,13,13,8,7,No
724,1009,24,Female,Divorced,Medical,Research & Development,2,4377,1,No,3,15,5,4,2,No
725,1010,35,Male,Divorced,Other,Research & Development,1,3743,1,Yes,4,24,5,4,2,Yes
726,1011,31,Female,Married,Life Sciences,Research & Development,2,4148,1,No,3,12,4,4,3,No
727,1012,18,Male,Single,Life Sciences,Research & Development,1,1051,1,No,3,15,0,0,0,No
728,1013,54,Female,Married,Technical Degree,Research & Development,3,10739,8,No,3,11,22,10,7,No
729,1014,35,Female,Divorced,Medical,Research & Development,3,10388,1,Yes,3,11,16,16,10,No
730,1015,30,Female,Married,Life Sciences,Research & Development,3,11416,0,Yes,3,12,9,8,7,No
731,1016,20,Female,Single,Medical,Research & Development,1,2600,1,Yes,3,15,1,1,0,Yes
732,1017,30,Female,Single,Medical,Research & Development,1,2422,0,No,3,17,4,3,2,Yes
733,1018,26,Male,Married,Medical,Research & Development,2,5472,1,No,3,12,8,8,7,No
734,1019,22,Male,Married,Life Sciences,Research & Development,1,2451,1,No,3,15,4,4,3,No
735,1022,48,Male,Single,Life Sciences,Research & Development,2,4240,2,No,3,13,19,2,2,No
736,1024,48,Male,Single,Life Sciences,Research & Development,3,10999,7,No,3,14,27,15,11,No
737,1025,41,Female,Single,Medical,Research & Development,2,5003,6,No,3,14,8,2,2,No
738,1026,39,Female,Married,Life Sciences,Research & Development,4,12742,1,No,3,16,21,21,6,No
739,1027,27,Female,Married,Life Sciences,Research & Development,2,4227,0,No,3,18,4,3,2,No
740,1028,35,Male,Divorced,Other,Research & Development,1,3917,1,No,4,20,3,3,2,No
741,1029,42,Male,Married,Marketing,Sales,5,18303,6,No,3,13,21,1,0,No
742,1030,50,Male,Married,Life Sciences,Research & Development,1,2380,4,No,3,18,8,1,0,No
743,1032,59,Female,Single,Life Sciences,Research & Development,4,13726,3,Yes,3,13,30,5,3,No
744,1033,37,Female,Married,Medical,Research & Development,2,4777,5,No,3,15,15,1,0,Yes
745,1034,55,Male,Married,Medical,Research & Development,2,6385,3,Yes,3,14,17,8,7,No
746,1035,41,Female,Divorced,Life Sciences,Research & Development,5,19973,1,No,4,22,21,21,16,No
747,1036,38,Male,Single,Life Sciences,Sales,2,6861,8,Yes,3,12,19,1,0,No
748,1037,26,Male,Single,Medical,Sales,2,4969,8,No,3,18,7,2,2,Yes
749,1038,52,Female,Married,Marketing,Sales,5,19845,1,No,3,15,33,32,14,Yes
750,1039,44,Female,Married,Medical,Sales,4,13320,3,Yes,3,18,23,12,11,No
751,1040,50,Female,Married,Life Sciences,Sales,2,6347,0,No,3,12,19,18,7,No
752,1042,36,Female,Single,Life Sciences,Research & Development,1,2743,1,No,3,16,18,17,13,Yes
753,1043,39,Female,Single,Medical,Research & Development,3,10880,1,Yes,3,13,21,21,6,No
754,1044,33,Female,Single,Life Sciences,Sales,1,2342,0,No,3,19,3,2,2,No
755,1045,45,Female,Married,Life Sciences,Sales,4,17650,3,No,3,13,26,9,3,No
756,1046,32,Female,Single,Medical,Research & Development,1,4025,9,No,3,12,10,8,7,No
757,1047,34,Male,Divorced,Marketing,Sales,2,9725,0,No,3,11,16,15,1,No
758,1048,59,Male,Married,Technical Degree,Sales,3,11904,3,Yes,3,14,14,6,4,No
759,1049,45,Male,Single,Medical,Human Resources,1,2177,1,No,3,16,6,6,3,No
760,1050,53,Female,Married,Marketing,Sales,3,7525,2,No,3,12,30,15,7,No
761,1052,36,Male,Divorced,Other,Research & Development,2,4834,7,No,3,14,9,1,0,Yes
762,1053,26,Male,Married,Life Sciences,Research & Development,1,2042,6,Yes,3,14,6,3,2,Yes
763,1055,34,Female,Married,Life Sciences,Sales,1,2220,1,Yes,3,19,1,1,1,No
764,1056,28,Male,Married,Medical,Sales,1,1052,1,No,4,22,1,1,0,No
765,1060,38,Male,Married,Other,Research & Development,1,2821,3,No,3,16,8,2,2,No
766,1061,50,Male,Married,Medical,Research & Development,5,19237,2,Yes,3,11,29,8,1,No
767,1062,37,Female,Single,Other,Research & Development,2,4107,3,No,3,15,8,4,3,No
768,1066,40,Male,Married,Marketing,Sales,2,8396,1,No,3,14,8,7,7,No
769,1068,26,Female,Divorced,Medical,Research & Development,1,2007,1,No,3,13,5,5,3,No
770,1069,46,Male,Divorced,Medical,Research & Development,5,19627,9,No,3,17,23,2,2,No
771,1070,54,Female,Married,Life Sciences,Sales,3,10686,6,No,3,11,13,9,4,No
772,1071,56,Female,Married,Medical,Research & Development,1,2942,2,No,3,19,18,5,4,No
773,1073,36,Female,Single,Medical,Research & Development,3,8858,0,No,3,11,15,14,8,No
774,1074,55,Male,Single,Medical,Research & Development,4,16756,7,No,3,15,31,9,7,No
775,1076,43,Male,Divorced,Medical,Sales,3,10798,5,No,3,13,18,1,0,No
776,1077,20,Female,Single,Marketing,Sales,1,2323,1,Yes,3,14,2,2,2,Yes
777,1079,21,Female,Single,Life Sciences,Research & Development,1,1416,1,No,3,13,1,1,0,Yes
778,1080,46,Female,Divorced,Life Sciences,Research & Development,2,4615,8,Yes,4,23,19,16,13,No
779,1081,51,Male,Married,Life Sciences,Research & Development,1,2461,9,Yes,3,12,18,10,0,Yes
780,1082,28,Male,Single,Technical Degree,Research & Development,3,8722,1,No,3,12,10,10,7,Yes
781,1083,26,Male,Married,Medical,Research & Development,1,3955,1,No,3,16,6,5,3,No
782,1084,30,Male,Married,Other,Research & Development,2,9957,0,No,3,15,7,6,2,No
783,1085,41,Female,Married,Technical Degree,Research & Development,1,3376,1,No,3,13,10,10,6,No
784,1088,38,Female,Married,Life Sciences,Research & Development,3,8823,0,No,3,18,20,19,9,No
785,1092,40,Male,Married,Technical Degree,Research & Development,3,10322,4,No,4,20,14,11,10,No
786,1094,27,Male,Married,Life Sciences,Research & Development,1,4621,1,No,3,19,3,3,2,No
787,1096,55,Male,Married,Life Sciences,Research & Development,3,10976,3,No,3,18,23,3,2,No
788,1097,28,Female,Single,Other,Research & Development,2,3660,3,No,3,13,10,8,7,No
789,1098,44,Male,Married,Medical,Human Resources,3,10482,9,No,3,14,24,20,6,Yes
790,1099,33,Male,Divorced,Life Sciences,Research & Development,3,7119,4,No,3,15,9,3,2,No
791,1100,35,Male,Single,Technical Degree,Sales,3,9582,0,Yes,4,22,9,8,7,Yes
792,1101,33,Female,Single,Medical,Research & Development,2,4508,1,No,4,22,14,13,7,Yes
793,1102,28,Male,Divorced,Life Sciences,Research & Development,1,2207,1,No,3,16,4,4,2,No
794,1103,34,Male,Single,Life Sciences,Research & Development,2,7756,0,No,3,17,7,6,2,No
795,1105,37,Female,Divorced,Life Sciences,Sales,2,6694,2,Yes,3,14,8,1,0,No
796,1106,25,Male,Married,Technical Degree,Research & Development,1,3691,1,Yes,3,15,7,7,7,Yes
797,1107,26,Male,Divorced,Medical,Research & Development,1,2377,1,No,4,20,1,1,1,Yes
798,1108,33,Male,Single,Medical,Research & Development,1,2313,4,Yes,4,20,5,2,2,Yes
799,1109,42,Male,Married,Medical,Research & Development,4,17665,0,No,3,17,23,22,6,No
800,1111,28,Male,Divorced,Medical,Research & Development,1,2596,1,No,3,15,1,1,0,Yes
801,1113,50,Male,Single,Other,Sales,2,4728,3,Yes,3,14,5,0,0,Yes
802,1114,33,Female,Married,Life Sciences,Sales,2,4302,0,No,3,17,4,3,2,No
803,1115,34,Male,Married,Life Sciences,Research & Development,1,2979,3,No,3,17,6,0,0,No
804,1116,48,Male,Single,Medical,Research & Development,4,16885,2,No,4,22,27,5,4,No
805,1117,45,Female,Married,Life Sciences,Sales,2,5593,1,No,3,13,15,15,10,No
806,1118,52,Male,Single,Life Sciences,Research & Development,3,10445,7,No,3,19,18,8,6,No
807,1119,38,Male,Divorced,Marketing,Sales,3,8740,0,Yes,3,14,9,8,7,No
808,1120,29,Female,Divorced,Life Sciences,Research & Development,1,2514,4,No,4,22,11,7,5,No
809,1121,28,Female,Divorced,Medical,Research & Development,3,7655,0,No,3,17,10,9,7,No
810,1124,46,Male,Married,Marketing,Sales,4,17465,3,No,3,12,23,12,9,No
811,1125,38,Male,Single,Marketing,Sales,3,7351,7,No,3,16,10,1,0,No
812,1126,43,Female,Married,Life Sciences,Research & Development,3,10820,8,No,3,11,18,8,7,No
813,1127,39,Male,Divorced,Life Sciences,Research & Development,4,12169,7,No,3,11,21,18,7,Yes
814,1128,40,Male,Single,Medical,Research & Development,5,19626,1,No,3,14,21,20,7,No
815,1131,21,Female,Single,Technical Degree,Research & Development,1,2070,1,Yes,3,11,2,2,2,No
816,1132,39,Male,Single,Life Sciences,Research & Development,2,6782,9,No,3,15,9,5,4,No
817,1133,36,Male,Single,Life Sciences,Research & Development,2,7779,2,No,4,20,18,11,9,No
818,1135,31,Male,Married,Life Sciences,Sales,1,2791,0,No,3,12,3,2,2,No
819,1136,28,Male,Married,Life Sciences,Research & Development,1,3201,0,No,3,17,6,5,3,No
820,1137,35,Male,Divorced,Marketing,Sales,2,4968,1,No,3,11,5,5,2,No
821,1138,49,Male,Married,Technical Degree,Sales,4,13120,6,No,3,17,22,9,8,No
822,1140,34,Male,Single,Life Sciences,Research & Development,2,4033,2,No,3,11,5,3,2,No
823,1143,29,Female,Divorced,Life Sciences,Research & Development,1,3291,0,No,3,14,8,7,5,No
824,1148,42,Male,Single,Medical,Research & Development,2,4272,4,No,3,19,16,1,0,No
825,1150,29,Male,Married,Medical,Research & Development,2,5056,1,Yes,3,15,10,10,7,No
826,1152,38,Male,Married,Human Resources,Human Resources,1,2844,1,No,3,13,7,7,6,No
827,1154,28,Male,Divorced,Life Sciences,Research & Development,1,2703,1,Yes,3,14,3,3,1,No
828,1156,18,Male,Single,Medical,Research & Development,1,1904,1,No,3,12,0,0,0,Yes
829,1157,33,Female,Single,Marketing,Sales,2,8224,0,Yes,3,17,6,5,2,Yes
830,1158,41,Male,Married,Life Sciences,Research & Development,1,4766,3,Yes,3,11,6,1,0,No
831,1160,31,Male,Married,Medical,Research & Development,1,2610,1,No,3,12,2,2,2,Yes
832,1161,37,Female,Divorced,Medical,Research & Development,2,5731,7,No,3,13,9,6,2,No
833,1162,27,Male,Married,Life Sciences,Research & Development,1,2539,1,No,3,13,4,4,2,No
834,1163,34,Female,Married,Life Sciences,Sales,2,5714,1,No,4,20,6,6,5,No
835,1164,35,Male,Single,Technical Degree,Human Resources,1,4323,1,No,3,17,6,5,4,No
836,1165,29,Female,Married,Life Sciences,Sales,3,7336,1,No,3,13,11,11,8,Yes
837,1166,40,Female,Single,Medical,Research & Development,3,13499,9,No,3,17,20,18,7,No
838,1167,42,Male,Single,Life Sciences,Sales,4,13758,0,Yes,3,12,22,21,9,Yes
839,1171,42,Male,Single,Marketing,Sales,2,5155,7,No,3,13,9,6,4,No
840,1172,35,Male,Married,Medical,Research & Development,1,2258,6,No,3,12,10,8,0,No
841,1173,24,Male,Single,Medical,Research & Development,1,3597,8,No,4,22,6,4,3,No
842,1175,28,Female,Married,Life Sciences,Research & Development,1,2515,1,Yes,3,11,1,1,1,Yes
843,1177,26,Male,Married,Medical,Research & Development,1,4420,1,No,4,22,8,8,7,No
844,1179,30,Male,Married,Marketing,Sales,2,6578,1,No,3,18,10,10,3,No
845,1180,40,Female,Married,Medical,Research & Development,2,4422,3,Yes,3,13,16,1,1,No
846,1182,35,Male,Divorced,Life Sciences,Research & Development,3,10274,2,No,3,18,15,7,7,No
847,1184,34,Male,Single,Medical,Research & Development,2,5343,0,No,4,20,14,13,9,No
848,1185,35,Male,Married,Other,Research & Development,1,2376,1,No,3,13,2,2,2,No
849,1188,43,Female,Single,Marketing,Sales,2,5346,8,No,3,13,7,4,3,Yes
850,1190,32,Female,Divorced,Life Sciences,Sales,1,2827,1,No,3,12,1,1,0,No
851,1191,56,Female,Divorced,Technical Degree,Research & Development,5,19943,4,No,3,13,28,5,2,No
852,1192,29,Female,Married,Medical,Research & Development,1,3131,1,No,3,13,10,10,8,No
853,1193,19,Male,Single,Life Sciences,Research & Development,1,2552,1,No,4,25,1,1,1,No
854,1195,45,Female,Married,Medical,Research & Development,1,4477,4,Yes,3,19,7,3,2,No
855,1196,37,Female,Married,Life Sciences,Research & Development,2,6474,1,No,3,13,14,14,8,No
856,1198,20,Male,Single,Life Sciences,Research & Development,1,3033,1,No,3,12,2,2,2,No
857,1200,44,Male,Single,Life Sciences,Research & Development,1,2936,1,Yes,3,11,6,6,4,Yes
858,1201,53,Female,Divorced,Medical,Research & Development,5,18606,3,No,3,18,26,7,7,No
859,1202,29,Female,Married,Life Sciences,Research & Development,1,2168,0,Yes,3,18,6,5,4,No
860,1203,22,Male,Married,Life Sciences,Research & Development,1,2853,0,Yes,3,11,1,0,0,Yes
861,1204,46,Female,Married,Marketing,Sales,4,17048,8,No,4,23,28,26,15,No
862,1206,44,Male,Single,Life Sciences,Research & Development,1,2290,2,No,3,13,6,0,0,No
863,1207,33,Male,Married,Human Resources,Human Resources,1,3600,1,No,3,13,5,5,4,No
864,1210,41,Male,Divorced,Life Sciences,Research & Development,1,2107,6,No,3,17,5,1,0,Yes
865,1211,30,Male,Divorced,Life Sciences,Sales,2,4115,8,No,3,19,8,4,3,No
866,1212,40,Male,Married,Medical,Sales,2,4327,5,No,3,12,5,0,0,No
867,1215,50,Female,Married,Medical,Research & Development,4,17856,2,No,4,22,32,2,2,No
868,1216,28,Male,Married,Medical,Research & Development,1,3196,1,No,3,12,6,6,5,No
869,1217,46,Male,Married,Life Sciences,Research & Development,5,19081,5,No,3,11,25,4,2,No
870,1218,35,Male,Married,Life Sciences,Sales,2,8966,3,Yes,3,15,15,7,7,No
871,1219,24,Female,Married,Life Sciences,Research & Development,1,2210,1,No,3,13,1,1,0,Yes
872,1220,33,Female,Married,Medical,Sales,2,4539,1,No,3,12,10,10,7,No
873,1221,36,Male,Divorced,Life Sciences,Research & Development,1,2741,1,No,3,14,7,7,7,No
874,1224,30,Male,Divorced,Life Sciences,Research & Development,2,3491,1,No,3,13,10,10,7,No
875,1225,44,Male,Single,Other,Research & Development,2,4541,1,No,4,25,20,20,11,No
876,1226,20,Male,Single,Marketing,Sales,1,2678,1,No,3,17,2,2,1,No
877,1228,46,Male,Divorced,Technical Degree,Research & Development,2,7379,2,No,3,11,12,6,3,No
878,1231,42,Male,Married,Medical,Human Resources,2,6272,7,No,3,16,10,4,3,No
879,1233,60,Male,Divorced,Marketing,Sales,2,5220,0,Yes,3,18,12,11,7,No
880,1234,32,Female,Married,Other,Research & Development,1,2743,1,No,4,20,2,2,2,No
881,1235,32,Female,Single,Life Sciences,Research & Development,2,4998,4,Yes,3,14,10,8,7,No
882,1237,36,Female,Divorced,Technical Degree,Research & Development,3,10252,2,Yes,4,21,17,7,7,No
883,1238,33,Male,Married,Medical,Research & Development,1,2781,0,No,3,13,15,14,10,No
884,1239,40,Female,Divorced,Technical Degree,Sales,2,6852,7,No,3,12,7,5,1,No
885,1240,25,Male,Single,Life Sciences,Sales,2,4950,0,No,3,14,5,4,3,No
886,1241,30,Male,Married,Medical,Research & Development,1,3579,0,Yes,4,21,12,11,9,No
887,1242,42,Female,Married,Medical,Research & Development,3,13191,3,Yes,3,17,20,1,0,No
888,1243,35,Female,Married,Marketing,Sales,3,10377,4,Yes,3,11,16,13,2,No
889,1244,27,Male,Married,Life Sciences,Research & Development,1,2235,1,Yes,3,14,9,9,7,No
890,1245,54,Female,Divorced,Life Sciences,Research & Development,3,10502,7,No,3,17,33,5,4,No
891,1246,44,Female,Married,Life Sciences,Research & Development,1,2011,1,No,3,13,10,10,5,No
892,1248,19,Female,Single,Medical,Research & Development,1,1859,1,Yes,4,25,1,1,1,Yes
893,1249,29,Female,Divorced,Life Sciences,Research & Development,1,3760,1,No,3,15,3,3,2,No
894,1250,54,Male,Married,Life Sciences,Research & Development,4,17779,3,No,3,14,36,10,9,No
895,1251,31,Male,Married,Medical,Research & Development,2,6833,1,Yes,3,12,6,6,5,No
896,1252,31,Female,Single,Medical,Research & Development,2,6812,1,No,3,19,10,10,9,No
897,1254,59,Female,Single,Life Sciences,Sales,2,5171,5,No,3,17,13,6,1,No
898,1255,43,Male,Married,Life Sciences,Research & Development,5,19740,3,No,3,14,25,8,7,No
899,1256,49,Male,Married,Medical,Research & Development,5,18711,2,No,3,13,23,1,0,No
900,1257,36,Male,Married,Technical Degree,Research & Development,1,3692,1,No,3,12,12,11,10,No
901,1258,48,Male,Single,Technical Degree,Research & Development,1,2559,5,No,3,11,7,1,0,No
902,1259,27,Male,Divorced,Life Sciences,Research & Development,1,2517,1,No,3,11,5,5,3,No
903,1260,29,Male,Divorced,Life Sciences,Research & Development,2,6623,1,Yes,3,11,6,6,0,No
904,1263,48,Male,Single,Life Sciences,Research & Development,5,18265,6,No,3,12,25,1,0,No
905,1264,29,Female,Divorced,Life Sciences,Research & Development,4,16124,3,No,3,14,9,7,7,No
906,1265,34,Female,Married,Technical Degree,Research & Development,1,2585,0,No,3,17,2,1,0,No
907,1267,44,Male,Married,Marketing,Sales,5,18213,7,No,3,11,26,22,9,No
908,1268,33,Male,Divorced,Marketing,Sales,3,8380,0,Yes,3,14,10,9,8,No
909,1269,19,Female,Single,Life Sciences,Research & Development,1,2994,1,Yes,3,12,1,1,0,No
910,1270,23,Male,Married,Life Sciences,Research & Development,1,1223,1,No,4,22,1,1,0,No
